Product,Price,Rating,Description,Url,Product Review ID
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop,"₹91,690",4.3,Intel Core i7 Processor (12th Gen)16 GB LPDDR4 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 inch) Display1 YEAR WAARANTY,/dell-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-inspiron-5320-laptop/p/itmf2948f352e0d3?pid=COMGG9XUZGZVNNZK&lid=LSTCOMGG9XUZGZVNNZKTEN4QG&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_181&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGG9XUZGZVNNZK.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
Lenovo Yoga Slim 7 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and...,"₹92,990",4.8,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office 2019 Home & Student3 Years Warranty + 1 Year Premium Care + 1 Year ADP,/lenovo-yoga-slim-7-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-10-home-14itl05-thin-light-laptop/p/itm0685084ef9e2f?pid=COMG62ZCCZAP8HCD&lid=LSTCOMG62ZCCZAP8HCDMTVPM2&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_182&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMG62ZCCZAP8HCD.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
HP Envy Intel Core i7 11th Gen 1165G7 - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) 13-ba1505TX Thi...,"₹92,699",4.5,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart1 Year Onsite Warranty",/hp-envy-intel-core-i7-11th-gen-1165g7-16-gb-1-tb-ssd-windows-10-home-2-gb-graphics-13-ba1505tx-thin-light-laptop/p/itma373c99895576?pid=COMG5U2BJZX29PJQ&lid=LSTCOMG5U2BJZX29PJQUMJF69&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_183&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMG5U2BJZX29PJQ.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1020TU 2 in 1 Laptop,"₹91,500",4.2,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 year Manufacturer,/hp-pavilion-x360-intel-core-i7-13th-gen-16-gb-512-gb-ssd-windows-11-home-14-ek1020tu-2-1-laptop/p/itm1a6a312cea85d?pid=COMGPJ63MFHKYQRR&lid=LSTCOMGPJ63MFHKYQRRULKUF4&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_184&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGPJ63MFHKYQRR.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windo...","₹92,990",3,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,/asus-vivobook-16x-2023-creator-intel-h-series-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-120-hz-k3605zu-mb741ws-gaming-laptop/p/itm2631f83c8ed33?pid=COMGPNG4MJZPMSTG&lid=LSTCOMGPNG4MJZPMSTG5AOCRO&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_185&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGPNG4MJZPMSTG.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
HP Envy x360 Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 11 Home) 13 x360-ay1035au 2 in 1 Lapt...,"₹91,500",4,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayMicrosoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstart, HP Audio Switch, HP Audio Boost, Dropbox1 Year Onsite Warranty",/hp-envy-x360-ryzen-5-hexa-core-5600u-16-gb-512-gb-ssd-windows-11-home-13-x360-ay1035au-2-1-laptop/p/itmb17f2ad1bb7e1?pid=COMG9MFRASQ9UPYH&lid=LSTCOMG9MFRASQ9UPYHXANXO6&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_186&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMG9MFRASQ9UPYH.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹93,800",4.5,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Premium Support,/dell-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-g15-5515-gaming-laptop/p/itm424686565d882?pid=COMGBHZB5AMUJ6DA&lid=LSTCOMGBHZB5AMUJ6DALV4IDZ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_187&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGBHZB5AMUJ6DA.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
HP 2023 Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop,"₹28,990",4.1,AMD Athlon Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/hp-2023-athlon-dual-core-3050u-8-gb-512-gb-ssd-windows-11-home-15s-ey1509au-thin-light-laptop/p/itm930fe4c90a2f8?pid=COMGZVGHZXXRMWMU&lid=LSTCOMGZVGHZXXRMWMUKR6CBK&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_188&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGZVGHZXXRMWMU.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹38,950",4.3,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty",/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itmd57b41ed8750a?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_189&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGBH9JDPVGD8BH.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and...,"₹25,617",4.2,Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,/infinix-inbook-y1-plus-intel-core-i3-10th-gen-1005g1-8-gb-512-gb-ssd-windows-11-home-xl28-thin-light-laptop/p/itmf50fe87f720bc?pid=COMGMM3HVVKFTAXZ&lid=LSTCOMGMM3HVVKFTAXZN0HE87&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_190&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGMM3HVVKFTAXZ.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹85,990",4.7,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxy3hn-a/p/itme2224b15220cd?pid=COMGFB2GWHPVFMJW&lid=LSTCOMGFB2GWHPVFMJWKVXDUX&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_191&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGFB2GWHPVFMJW.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹86,990",4.7,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itm0946c05e6335c?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG859PGKWX&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_8_192&otracker=search&otracker1=search&fm=organic&iid=88508a44-04ae-45d8-ba43-b9c507d7287a.COMGFB2GMCRXZG85.SEARCH&ppt=None&ppn=None&ssid=jy9ghefij40000001699377449909&qH=c5d334db81c10595,8
ASUS Vivobook 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EK326WS Thin and L...,"₹27,990",4.2,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,/asus-vivobook-14-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-x415ea-ek326ws-thin-light-laptop/p/itma574eb8c64e14?pid=COMGR953ZASYNDKB&lid=LSTCOMGR953ZASYNDKBYZ7X2L&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_193&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGR953ZASYNDKB.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
SAMSUNG Galaxy Book2 Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) NP750XED-KB1IN Thin an...,"₹57,990",4.5,Intel Core i5 Processor (12th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/samsung-galaxy-book2-core-i5-12th-gen-1235u-8-gb-256-gb-ssd-windows-11-home-np750xed-kb1in-thin-light-laptop/p/itmfdaab141bd91d?pid=COMGE82NKVHVFM7H&lid=LSTCOMGE82NKVHVFM7H0YDQUZ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_194&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGE82NKVHVFM7H.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Infinix X2 Slim Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light ...,"₹26,990",4.1,Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayNA1 year Onsite Warranty,/infinix-x2-slim-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-xl23-thin-light-laptop/p/itm708a5221d59ca?pid=COMGPU47C7YK7AJ7&lid=LSTCOMGPU47C7YK7AJ7W88ESV&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_195&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGPU47C7YK7AJ7.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"₹46,990",4.3,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,/lenovo-ideapad-gaming-3-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-laptop/p/itm52cf6d5f0b029?pid=COMGN2YDYPFNZPMY&lid=LSTCOMGN2YDYPFNZPMYSRVJIE&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_196&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGN2YDYPFNZPMY.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo LOQ Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,"₹1,11,990",4.4,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,/lenovo-loq-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15irh8-gaming-laptop/p/itm0a107f7d8e2af?pid=COMGRC9RWM59MRYP&lid=LSTCOMGRC9RWM59MRYPQBPTVD&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=en_oZygFHhP5ItuIE_WrDaRuWloyLNwbzoH6dwI_tWXyrbcdzv-YOj5wKeKWO8mM7Y3WlEzWJpj-bPSzTb5_-szzQ%3D%3D&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX65...,"₹55,990",4.4,AMD Ryzen 7 Octa Core Processor16 GB DDR RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term,/msi-bravo-15-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx6500m-144-hz-b5ed-035in-gaming-laptop/p/itm5bae12ee85e74?pid=COMGNY4F2QYD87BE&lid=LSTCOMGNY4F2QYD87BE9H9O25&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_198&otracker=search&otracker1=search&fm=organic&iid=en_oZygFHhP5ItuIE_WrDaRuWloyLNwbzoH6dwI_tWXyrbWAmUBsejIjCTSDUdIed9f6288YJuJmDj1L7XDyw-07A%3D%3D&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"₹36,990",4.2,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year warranty,/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmdea7d038d535b?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEFQNPB4&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGP26H8PHCAMZE.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo IdeaPad 3 Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light Lapt...,"₹36,990",4,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD90.32 cm (35.56 cm) Display2 Year warranty,/lenovo-ideapad-3-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-14iau7-thin-light-laptop/p/itmca7973cead2b8?pid=COMGP24QHAAUK7JE&lid=LSTCOMGP24QHAAUK7JEAN19JO&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_200&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGP24QHAAUK7JE.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Thin an...,"₹61,990",4,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty + 1 Year Accidental Damage Protection + 1 Year Premium Care,/lenovo-ideapad-slim-5-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15ial7-thin-light-laptop/p/itmcc25f14f7409a?pid=COMGGR9SQP6QHU64&lid=LSTCOMGGR9SQP6QHU64NIRA2F&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=en_oZygFHhP5ItuIE_WrDaRuWloyLNwbzoH6dwI_tWXyrYXeKJOEHVWB8mf639oaHm_1aXutOkayCSizwKO7lAbBA%3D%3D&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo ThinkBook 15 Ryzen 7 Octa Core 7730U - (8 GB/512 GB SSD/DOS) ThinkBook 15 G5 Thin and Light Lap...,"₹52,013",3.7,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAMDOS Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/lenovo-thinkbook-15-ryzen-7-octa-core-7730u-8-gb-512-gb-ssd-dos-g5-thin-light-laptop/p/itm8ccdf8f3e6a05?pid=COMGQRD7Z6NGKKGD&lid=LSTCOMGQRD7Z6NGKKGDBECBYB&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=en_oZygFHhP5ItuIE_WrDaRuWloyLNwbzoH6dwI_tWXyrbHbEHhzI40egk7H5rMoRqTzgThbk1oiiNCPZGz5WF3wg%3D%3D&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
ASUS Vivobook Go 15 Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) E510MA-EJ001W Thin and...,"₹20,990",4.1,Intel Celeron Dual Core Processor4 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/asus-vivobook-go-15-celeron-dual-core-n4020-4-gb-256-gb-ssd-windows-11-home-e510ma-ej001w-thin-light-laptop/p/itm58886a5c657bd?pid=COMGR5QEU3FUM5JH&lid=LSTCOMGR5QEU3FUM5JHZFQTPY&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGR5QEU3FUM5JH.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Acer Aspire 7 (2023) Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,"₹51,990",4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/acer-aspire-7-2023-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-a715-76g-gaming-laptop/p/itm6742f81db1682?pid=COMGPWFUYCMNAHSJ&lid=LSTCOMGPWFUYCMNAHSJGZXBT0&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGPWFUYCMNAHSJ.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
MSI Modern 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and...,"₹36,990",4.4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,/msi-modern-14-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-c7m-063in-thin-light-laptop/p/itma9abd86c9c099?pid=COMGMV6VHGPAGP55&lid=LSTCOMGMV6VHGPAGP553JIQX6&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGMV6VHGPAGP55.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
MSI Sword 15 Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,"₹76,790",4.7,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-In Warranty Term,/msi-sword-15-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-a12ud-471in-gaming-laptop/p/itm91b35531d39cc?pid=COMGEY8WZREVKB2R&lid=LSTCOMGEY8WZREVKB2RWEEEU7&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGEY8WZREVKB2R.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,04,990",4.5,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home & Student 20193 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection,/lenovo-legion-5-pro-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-82jq00jcin-82jq0062in-82jq011fin-gaming-laptop/p/itm71ab8a1de490a?pid=COMG6ZFCB5CP39HX&lid=LSTCOMG6ZFCB5CP39HXUACVZD&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=en_oZygFHhP5ItuIE_WrDaRuWloyLNwbzoH6dwI_tWXyrasBtAnb5MbLcUb0eZ23CSbIgaNys8tSD2yMeBfIKJNmw%3D%3D&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,"₹94,990",4.6,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,/lenovo-loq-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15irh8-gaming-laptop/p/itm03ca701d1d503?pid=COMGRFVBCHPXUNV5&lid=LSTCOMGRFVBCHPXUNV5H6FGYB&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=en_oZygFHhP5ItuIE_WrDaRuWloyLNwbzoH6dwI_tWXyrZphE_LEHBXv2gnw8TFFmkDKjslMrEMtEu71ZmCJMAr8g%3D%3D&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10 Home) E41-55 Thin and Light Laptop,"₹21,990",3.9,AMD Athlon Dual Core Processor4 GB DDR4 RAMWindows 10 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,/lenovo-athlon-dual-core-3050u-4-gb-256-gb-ssd-windows-10-home-e41-55-thin-light-laptop/p/itm282609529dbba?pid=COMGKYGDHKXFSVZC&lid=LSTCOMGKYGDHKXFSVZCTE3XNJ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=962af501-aa12-44d5-9547-d2d9be6028be.COMGKYGDHKXFSVZC.SEARCH&ppt=None&ppn=None&ssid=t4xkzbqpz40000001699377450442&qH=c5d334db81c10595,9
